City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
342,Praia,14.9215,-23.5087,77.54,88,20,14.97,CV,2022-10-14 04:30:27
343,Tabou,4.423,-7.3528,75.85,89,87,4.99,CI,2022-10-14 04:30:27
344,Puro,12.4841,123.3827,77.43,92,100,7.14,PH,2022-10-14 04:30:28
345,Mbini,1.574,9.6134,76.84,93,100,0.56,GQ,2022-10-14 04:30:29
346,Lompoc,34.6391,-120.4579,59.52,90,100,6.91,US,2022-10-14 04:30:29
347,Xingyi,24.1877,102.817,59.94,85,100,4.03,CN,2022-10-14 04:30:30
348,Mikkeli,61.6886,27.2723,48.31,93,0,6.91,FI,2022-10-14 04:30:30
349,Leningradskiy,69.3833,178.4167,17.31,71,91,6.73,RU,2022-10-14 04:30:30
350,Kuytun,54.3419,101.5036,36.07,76,100,10.16,RU,2022-10-14 04:30:31
351,Maniitsoq,65.4167,-52.9,24.91,66,5,6.8,GL,2022-10-14 04:30:31
352,Carauari,-4.8828,-66.8958,73.69,96,100,2.55,BR,2022-10-14 04:30:32
353,Moa,20.6569,-74.9403,77.68,86,100,4.21,CU,2022-10-14 04:30:32
354,Tarauaca,-8.1614,-70.7656,71.46,99,75,1.52,BR,2022-10-14 04:30:32
355,Kiama,-34.6833,150.8667,74.37,48,2,18.01,AU,2022-10-14 04:30:33
356,Saint Anthony,45.0205,-93.218,38.35,71,40,11.5,US,2022-10-14 04:30:33
357,Dunedin,-45.8742,170.5036,53.8,71,1,4.0,NZ,2022-10-14 04:30:34
358,Henties Bay,-22.116,14.2845,56.7,94,87,4.88,NA,2022-10-14 04:30:34
359,Sarahan,31.5167,77.8,61.66,39,0,5.28,IN,2022-10-14 04:30:35
360,Tambura,5.6,27.4667,71.92,88,81,2.8,SS,2022-10-14 04:30:35
361,Yeppoon,-23.1333,150.7333,85.78,67,79,11.5,AU,2022-10-14 04:30:36
362,Kholtoson,50.2981,103.3097,36.23,39,57,5.3,RU,2022-10-14 04:30:36
363,Oistins,13.0667,-59.5333,80.69,78,20,12.66,BB,2022-10-14 04:30:37
364,Srednekolymsk,67.45,153.6833,15.98,91,100,5.41,RU,2022-10-14 04:30:37
365,Kot Diji,27.3427,68.7083,80.62,15,0,2.06,PK,2022-10-14 04:30:38
366,Meulaboh,4.1363,96.1285,84.33,64,58,3.89,ID,2022-10-14 04:30:38
367,Melfi,40.9965,15.6514,54.21,91,85,3.65,IT,2022-10-14 04:30:39
368,Cortez,37.3489,-108.5859,52.7,45,0,4.61,US,2022-10-14 04:30:39
369,Sistranda,63.7256,8.834,40.96,77,83,13.44,NO,2022-10-14 04:31:39
370,Xihe,31.6864,113.4659,75.24,29,8,9.86,CN,2022-10-14 04:31:40
371,Pangnirtung,66.1451,-65.7125,22.62,55,45,4.59,CA,2022-10-14 04:31:40
372,Ayan,56.45,138.1667,45.81,56,39,4.85,RU,2022-10-14 04:31:40
373,Sarrebourg,48.7333,7.05,54.21,93,99,4.52,FR,2022-10-14 04:31:41
374,Bilibino,68.0546,166.4372,1.31,89,67,3.22,RU,2022-10-14 04:31:41
375,Ban Chang,12.7254,101.0553,88.48,55,20,11.5,TH,2022-10-14 04:31:42
376,Ilulissat,69.2167,-51.1,24.82,93,100,1.14,GL,2022-10-14 04:31:42
377,Dongsheng,39.8161,109.9776,56.73,27,1,12.91,CN,2022-10-14 04:31:43
378,Yabelo,4.8833,38.0833,60.96,77,83,11.07,ET,2022-10-14 04:31:43
379,Mayahi,13.9553,7.6712,80.56,52,37,5.44,NE,2022-10-14 04:31:44
380,Paidha,2.4167,30.9855,66.38,81,76,1.66,UG,2022-10-14 04:31:44
381,Tongren,27.7172,109.1853,78.82,25,2,6.46,CN,2022-10-14 04:31:44
382,Cidreira,-30.1811,-50.2056,61.21,88,100,14.09,BR,2022-10-14 04:31:45
383,Wajima,37.4,136.9,70.48,77,75,4.61,JP,2022-10-14 04:31:45
384,Igarka,67.4667,86.5833,33.48,78,100,16.11,RU,2022-10-14 04:31:46
385,Mugma,23.7667,86.7333,85.46,58,5,6.49,IN,2022-10-14 04:31:46
386,Sept-Iles,50.2001,-66.3821,52.32,87,75,11.5,CA,2022-10-14 04:30:13
387,Rudbar,30.15,62.6,78.03,11,0,4.83,AF,2022-10-14 04:31:47
388,Garden City,42.3256,-83.331,48.15,70,20,6.91,US,2022-10-14 04:30:30
389,Khorixas,-20.3667,14.9667,70.68,39,86,2.35,NA,2022-10-14 04:31:47
390,Yar-Sale,66.8333,70.8333,40.21,91,100,13.22,RU,2022-10-14 04:31:48
391,Salamiyah,35.0113,37.0532,64.89,78,8,2.86,SY,2022-10-14 04:31:49
392,Hofn,64.2539,-15.2082,39.06,73,100,16.6,IS,2022-10-14 04:31:49
393,Luanda,-8.8368,13.2343,75.2,88,75,5.75,AO,2022-10-14 04:31:49
394,Fairbanks,64.8378,-147.7164,27.61,88,100,4.61,US,2022-10-14 04:31:50
395,Daru,-9.0763,143.2092,82.38,79,85,13.42,PG,2022-10-14 04:31:50
396,Wyndham,37.6985,-77.6125,62.13,90,100,6.91,US,2022-10-14 04:31:51
397,Whitehorse,60.7161,-135.0538,29.17,66,100,11.99,CA,2022-10-14 04:27:19
398,Stolbishche,55.6468,49.216,43.25,93,100,11.18,RU,2022-10-14 04:31:51
399,Hasaki,35.7333,140.8333,66.6,82,100,23.6,JP,2022-10-14 04:31:52
400,Ponerihouen,-21.0833,165.4,76.05,57,12,2.86,NC,2022-10-14 04:31:52
401,Banjar,-8.19,114.9675,82.02,80,67,1.03,ID,2022-10-14 04:31:53
402,Maria La Baja,9.9832,-75.3016,75.0,92,84,3.44,CO,2022-10-14 04:31:53
403,Geraldton,-28.7667,114.6,73.81,38,0,12.66,AU,2022-10-14 04:31:22
404,Matara,5.9485,80.5353,77.85,87,99,13.04,LK,2022-10-14 04:31:54
405,Pangkalanbuun,-2.6833,111.6167,86.74,66,72,4.45,ID,2022-10-14 04:27:55
406,Kroya,-7.6331,109.2461,79.95,78,100,6.71,ID,2022-10-14 04:31:54
407,Manakara,-22.1333,48.0167,73.0,72,78,6.78,MG,2022-10-14 04:31:55
408,Amahai,-3.3333,128.9167,85.17,70,24,7.31,ID,2022-10-14 04:31:55
409,Mandiana,10.6333,-8.6833,73.0,80,79,3.47,GN,2022-10-14 04:31:56
410,Prieska,-29.6641,22.7474,71.04,27,13,5.39,ZA,2022-10-14 04:31:56
411,Dawei,14.0833,98.2,83.71,78,20,4.07,MM,2022-10-14 04:31:57
412,Vanderhoof,54.0166,-124.0198,59.04,43,100,5.53,CA,2022-10-14 04:30:57
413,Souillac,-20.5167,57.5167,73.78,68,40,14.97,MU,2022-10-14 04:31:57
414,Zabol,32.25,67.25,62.98,9,0,2.66,AF,2022-10-14 04:31:58
415,Inzer,54.2167,57.5556,46.63,85,97,5.21,RU,2022-10-14 04:32:58
416,Nyurba,63.2842,118.3319,31.39,91,100,7.56,RU,2022-10-14 04:32:58
417,North Bend,43.4065,-124.2243,59.86,97,0,4.61,US,2022-10-14 04:30:56
418,Nuuk,64.1835,-51.7216,27.21,68,20,10.36,GL,2022-10-14 04:32:59
419,Visnes,59.3556,5.2242,50.05,76,75,13.8,NO,2022-10-14 04:32:59
420,Yumen,40.2833,97.2,58.33,18,95,19.6,CN,2022-10-14 04:33:00
421,San Patricio,28.017,-97.5169,84.06,75,64,6.2,US,2022-10-14 04:33:00
422,Cabano,10.5869,122.7002,85.5,70,100,9.8,PH,2022-10-14 04:33:01
423,Along,28.1667,94.7667,83.82,62,24,1.68,IN,2022-10-14 04:33:01
424,Fort Dodge,42.4975,-94.168,36.01,69,100,3.44,US,2022-10-14 04:33:02
425,Kondinskoye,59.6481,67.41,45.39,65,100,13.09,RU,2022-10-14 04:33:02
426,Aswan,24.0934,32.907,74.5,43,0,10.36,EG,2022-10-14 04:33:03
427,Caravelas,-17.7125,-39.2481,71.73,84,1,2.89,BR,2022-10-14 04:33:03
428,Kombissiri,12.0656,-1.3375,78.78,75,90,5.55,BF,2022-10-14 04:33:04
429,Khani,41.9563,42.9566,42.37,65,100,1.3,GE,2022-10-14 04:33:05
430,Necochea,-38.5473,-58.7368,38.53,69,1,0.98,AR,2022-10-14 04:33:06
431,Kamskoye Ustye,55.2016,49.268,42.8,86,100,13.51,RU,2022-10-14 04:33:06
432,La Asuncion,11.0333,-63.8628,89.33,66,9,10.36,VE,2022-10-14 04:33:07
433,Grand-Lahou,5.1367,-5.0242,75.78,91,92,8.28,CI,2022-10-14 04:33:07
434,Goderich,43.7501,-81.7165,44.92,81,51,3.44,CA,2022-10-14 04:32:29
435,Georgetown,5.4112,100.3354,84.13,78,40,11.5,MY,2022-10-14 04:30:28
436,Jumla,29.2747,82.1838,63.84,35,0,4.34,NP,2022-10-14 04:33:08
437,Iskateley,67.6803,53.1512,34.7,89,45,13.87,RU,2022-10-14 04:33:09
438,Puerto Escondido,15.85,-97.0667,79.11,86,91,3.56,MX,2022-10-14 04:33:09
439,Astakos,38.5356,21.0814,64.71,87,100,9.33,GR,2022-10-14 04:33:10
440,Mosjoen,65.836,13.1908,39.31,97,100,3.0,NO,2022-10-14 04:33:10
441,Kavaratti,10.5669,72.642,81.68,73,73,6.49,IN,2022-10-14 04:33:11
442,Puerto Morazan,12.8504,-87.1717,74.82,95,59,0.87,NI,2022-10-14 04:33:12
443,Saint-Augustin,51.226,-58.6502,43.77,90,100,3.65,CA,2022-10-14 04:33:12
444,Bandar-E Lengeh,26.5579,54.8807,82.51,78,0,0.0,IR,2022-10-14 04:33:13
445,Tura,25.5198,90.2201,82.06,69,36,3.4,IN,2022-10-14 04:33:13
446,Jalingo,8.8833,11.3667,71.31,96,99,2.13,NG,2022-10-14 04:33:14
447,Bardiyah,31.7561,25.0865,69.57,75,0,4.74,LY,2022-10-14 04:33:14
448,Aljezur,37.3191,-8.8033,64.08,66,3,5.61,PT,2022-10-14 04:33:15
449,Dakar,14.6937,-17.4441,76.08,66,63,5.32,SN,2022-10-14 04:29:17
450,San Borja,-14.8167,-66.85,68.09,99,100,3.31,BO,2022-10-14 04:33:15
451,Burnie,-41.0667,145.9167,54.95,85,86,11.39,AU,2022-10-14 04:33:16
452,Vestmannaeyjar,63.4427,-20.2734,38.26,64,95,10.89,IS,2022-10-14 04:33:16
453,Tirau,-37.9833,175.75,60.35,64,100,10.25,NZ,2022-10-14 04:33:17
454,Talakan,50.3167,130.3667,56.37,42,25,4.12,RU,2022-10-14 04:33:17
455,Nara,34.6851,135.8049,78.91,48,5,3.38,JP,2022-10-14 04:33:18
456,Shahrud,36.4182,54.9763,65.41,43,16,4.61,IR,2022-10-14 04:33:18
457,Aksu,41.1231,80.2644,62.83,21,0,0.22,CN,2022-10-14 04:33:19
458,Tezu,27.9167,96.1667,77.74,79,95,1.5,IN,2022-10-14 04:33:19
459,Ginda,30.6945,78.4932,67.5,46,0,4.68,IN,2022-10-14 04:33:19
460,Boo,59.3333,18.2833,51.76,94,100,1.14,SE,2022-10-14 04:33:20
461,Viedma,-40.8135,-62.9967,41.36,69,59,10.22,AR,2022-10-14 04:33:20
462,Dawson Creek,55.7666,-120.2362,64.04,39,0,11.5,CA,2022-10-14 04:30:56
463,Sibolga,1.7427,98.7792,84.2,66,96,5.37,ID,2022-10-14 04:31:50
464,Gramado,-29.3786,-50.8739,57.34,96,100,4.34,BR,2022-10-14 04:34:21
465,Bassar,9.25,0.7833,69.58,91,100,3.02,TG,2022-10-14 04:34:21
466,Curaca,-8.9903,-39.9094,73.63,64,14,17.47,BR,2022-10-14 04:34:22
467,Huejuquilla El Alto,22.6,-103.8667,63.73,56,51,3.0,MX,2022-10-14 04:34:22
468,Rottingdean,50.8098,-0.0594,54.16,97,100,1.01,GB,2022-10-14 04:34:23
469,Tuy Hoa,13.0833,109.3,72.1,92,100,15.05,VN,2022-10-14 04:34:24
470,Skibbereen,51.55,-9.2667,55.11,89,100,11.88,IE,2022-10-14 04:34:24
471,Haines Junction,60.7522,-137.5108,26.55,74,100,8.05,CA,2022-10-14 04:34:24
472,Nome,64.5011,-165.4064,30.27,65,0,5.75,US,2022-10-14 04:34:25
473,West Wendover,40.7391,-114.0733,56.41,35,0,0.0,US,2022-10-14 04:34:25
474,Koshurnikovo,54.1667,93.3,36.48,67,69,2.53,RU,2022-10-14 04:34:26
475,Clyde River,70.4692,-68.5914,35.83,60,100,21.85,CA,2022-10-14 04:34:26
476,Port Hardy,50.6996,-127.4199,44.78,100,40,4.61,CA,2022-10-14 04:34:27
477,Tumpat,6.1978,102.171,86.02,74,20,12.66,MY,2022-10-14 04:34:27
478,Kizner,56.2749,51.508,44.29,94,100,6.76,RU,2022-10-14 04:34:27
479,Dudinka,69.4058,86.1778,29.62,82,100,21.7,RU,2022-10-14 04:34:28
480,Geilo,60.5333,8.2076,34.7,83,79,3.09,NO,2022-10-14 04:34:28
481,Tamandare,-8.7597,-35.1047,73.85,84,79,10.83,BR,2022-10-14 04:34:29
482,Vuktyl,63.8567,57.3094,41.11,95,100,3.65,RU,2022-10-14 04:34:29
483,Yulara,-25.2406,130.9889,75.43,21,0,10.83,AU,2022-10-14 04:34:29
484,Mollendo,-17.0231,-72.0147,59.5,80,96,5.17,PE,2022-10-14 04:34:30
485,Kibre Mengist,5.8833,38.9833,61.11,93,95,1.66,ET,2022-10-14 04:34:30
486,Baturaja,-4.1333,104.1667,88.79,57,98,1.28,ID,2022-10-14 04:34:31
487,Shebalino,51.2917,85.6772,50.67,36,3,2.17,RU,2022-10-14 04:34:31
488,Padang,-0.9492,100.3543,80.65,74,99,4.65,ID,2022-10-14 04:34:31
489,Bilma,18.6853,12.9164,76.77,16,0,7.54,NE,2022-10-14 04:34:32
490,Ballina,-28.8667,153.5667,77.02,69,100,13.42,AU,2022-10-14 04:34:32
491,Kizhinga,51.8462,109.9097,40.82,41,57,16.82,RU,2022-10-14 04:34:33
492,Saraland,30.8207,-88.0706,65.23,82,0,5.28,US,2022-10-14 04:34:33
493,Sechura,-5.5569,-80.8222,60.75,85,6,12.73,PE,2022-10-14 04:34:33
494,Bath,51.3779,-2.3591,56.37,94,99,5.3,GB,2022-10-14 04:30:23
495,Altamont,42.2068,-121.7372,62.78,49,0,5.75,US,2022-10-14 04:34:34
496,Salinas,36.6777,-121.6555,62.01,87,100,5.75,US,2022-10-14 04:34:24
497,San Quintin,30.4833,-115.95,66.76,81,72,10.4,MX,2022-10-14 04:34:34
498,Boyolangu,-8.1181,111.8935,81.27,76,72,9.46,ID,2022-10-14 04:34:35
499,Areosa,41.7178,-8.8571,62.44,92,11,5.41,PT,2022-10-14 04:34:35
500,Jamtara,23.95,86.8,84.43,61,4,5.99,IN,2022-10-14 04:34:36
501,Morrope,-6.5417,-80.0111,60.31,85,6,13.47,PE,2022-10-14 04:34:36
502,Cocobeach,1.0002,9.5823,76.71,86,100,3.49,GA,2022-10-14 04:34:36
503,Cacule,-14.5033,-42.2222,66.42,75,2,7.29,BR,2022-10-14 04:34:37
504,Senneterre,48.3835,-77.2328,46.15,94,81,5.86,CA,2022-10-14 04:34:37
505,Kieta,-6.2167,155.6333,83.62,72,100,4.05,PG,2022-10-14 04:34:38
506,Westport,41.1415,-73.3579,67.82,95,100,16.11,US,2022-10-14 04:34:38
507,Chany,55.3121,76.7647,45.41,58,100,15.97,RU,2022-10-14 04:34:39
508,Tual,-5.6667,132.75,83.75,73,39,7.81,ID,2022-10-14 04:34:39
509,Kavieng,-2.5744,150.7967,84.79,64,80,9.86,PG,2022-10-14 04:35:39
510,Lasa,46.6166,10.7002,49.37,94,56,4.41,IT,2022-10-14 04:35:40
511,Gimli,50.6336,-96.9907,35.62,93,100,11.5,CA,2022-10-14 04:33:58
512,Majene,-3.5403,118.9707,85.57,68,92,8.81,ID,2022-10-14 04:35:40
513,Botwood,49.1499,-55.3482,43.9,84,93,3.94,CA,2022-10-14 04:35:41
514,Darnah,32.767,22.6367,70.93,59,8,11.43,LY,2022-10-14 04:35:41
515,Kargasok,59.0556,80.8572,39.36,70,78,7.54,RU,2022-10-14 04:35:42
516,Petlawad,23.0,74.8,80.49,48,0,11.23,IN,2022-10-14 04:35:42
517,Port Hedland,-20.3167,118.5667,81.41,41,5,11.74,AU,2022-10-14 04:35:43
518,Hearst,49.6835,-83.6665,39.45,97,99,3.27,CA,2022-10-14 04:35:43
519,Soverato,38.685,16.5499,64.15,89,100,3.96,IT,2022-10-14 04:35:43
520,Potosi,-19.5836,-65.7531,35.33,83,27,3.91,BO,2022-10-14 04:35:44
521,Luderitz,-26.6481,15.1594,60.26,70,12,14.07,NA,2022-10-14 04:35:44
522,Kushiro,42.975,144.3747,63.55,72,75,10.36,JP,2022-10-14 04:35:44
523,Santa Cruz De La Palma,28.6835,-17.7642,73.54,68,40,13.8,ES,2022-10-14 04:35:45
524,Touros,-5.1989,-35.4608,76.57,78,9,14.94,BR,2022-10-14 04:35:45
525,Wiang Sa,8.6359,99.3666,90.28,61,34,5.55,TH,2022-10-14 04:35:46
526,Yanam,16.7333,82.2167,81.16,88,99,4.21,IN,2022-10-14 04:35:46
527,Leshukonskoye,64.8989,45.7622,33.78,88,25,6.55,RU,2022-10-14 04:35:46
528,Kargil,34.5667,76.1,42.82,45,7,2.98,IN,2022-10-14 04:35:39
529,Koutsouras,35.0339,25.9469,68.11,54,97,5.17,GR,2022-10-14 04:35:47
530,Gobabis,-22.45,18.9667,68.2,25,91,10.25,NA,2022-10-14 04:35:47
531,Rio Cuarto,-33.1307,-64.3499,49.77,25,0,9.22,AR,2022-10-14 04:35:48
532,Chicama,-7.8447,-79.1469,57.74,85,12,6.15,PE,2022-10-14 04:35:48
533,Geelong,-38.1471,144.3607,64.08,70,75,26.46,AU,2022-10-14 04:35:48
534,Dauriya,49.9333,116.8667,45.68,55,88,19.82,RU,2022-10-14 04:35:49
535,Mwene-Ditu,-7.0,23.45,68.72,72,21,1.05,CD,2022-10-14 04:35:49
536,Amambai,-23.1042,-55.2258,65.23,99,100,2.26,BR,2022-10-14 04:35:50
537,Sangar,63.9242,127.4739,28.54,82,100,5.55,RU,2022-10-14 04:35:50
538,Walvis Bay,-22.9575,14.5053,58.15,88,100,6.91,NA,2022-10-14 04:35:51
539,Ossora,59.2353,163.0719,36.63,86,100,1.1,RU,2022-10-14 04:33:14
540,Maceio,-9.6658,-35.7353,74.64,83,40,2.3,BR,2022-10-14 04:35:13
541,Olinda,-8.0089,-34.8553,78.53,69,75,12.66,BR,2022-10-14 04:35:51
542,Arlit,18.7369,7.3853,82.17,15,1,6.96,NE,2022-10-14 04:35:52
543,Simav,39.0882,28.9777,53.98,81,81,3.15,TR,2022-10-14 04:35:52
544,Orlik,52.5178,99.825,29.34,45,76,3.36,RU,2022-10-14 04:35:52
545,Ocumare Del Tuy,10.1165,-66.7761,78.6,99,18,1.7,VE,2022-10-14 04:35:53
546,Humaita,-7.5061,-63.0208,72.45,83,68,2.08,BR,2022-10-14 04:35:53
547,Camopi,3.1655,-52.3158,71.4,99,91,1.45,GF,2022-10-14 04:35:54
548,Vao,-22.6667,167.4833,70.9,61,98,10.58,NC,2022-10-14 04:35:54
549,Conneaut,41.9476,-80.5542,47.5,72,29,14.12,US,2022-10-14 04:35:55
550,Yaan,7.3833,8.5667,72.39,96,100,3.87,NG,2022-10-14 04:35:55
551,Alice Town,25.7167,-79.3,77.76,79,100,5.84,BS,2022-10-14 04:35:55
552,Port Macquarie,-31.4333,152.9167,78.89,66,95,4.23,AU,2022-10-14 04:35:56
553,Kodinsk,58.6881,99.1844,36.79,78,99,6.93,RU,2022-10-14 04:35:56
554,Erenhot,43.6475,111.9767,60.8,23,0,21.16,CN,2022-10-14 04:35:56
555,Ostrovnoy,68.0531,39.5131,41.72,93,100,13.33,RU,2022-10-14 04:36:57
556,Kismayo,-0.3582,42.5454,79.39,72,83,14.25,SO,2022-10-14 04:36:57
557,Cabimas,10.3883,-71.4399,79.83,83,52,6.31,VE,2022-10-14 04:32:08
558,Christchurch,-43.5333,172.6333,54.41,62,8,19.57,NZ,2022-10-14 04:36:52
559,Ola,59.5833,151.2833,35.15,67,93,1.92,RU,2022-10-14 04:36:58
560,Odweyne,9.4092,45.064,74.52,55,1,3.06,SO,2022-10-14 04:36:58
561,Havelock,34.8791,-76.9013,73.35,90,40,4.61,US,2022-10-14 04:36:59
562,Tanggu,39.0211,117.6469,66.16,38,58,5.99,CN,2022-10-14 04:36:59
563,Kendari,-3.945,122.4989,88.03,58,100,5.12,ID,2022-10-14 04:36:59
564,Lokosovo,61.1333,74.8167,38.82,71,100,10.27,RU,2022-10-14 04:37:00
565,Natal,-5.795,-35.2094,75.42,78,20,11.5,BR,2022-10-14 04:32:22
566,Kalabo,-14.97,22.6814,67.39,27,9,4.45,ZM,2022-10-14 04:37:00
567,Petrovac,44.3769,21.4192,51.01,69,23,5.75,RS,2022-10-14 04:37:01
568,Odate,40.2686,140.5683,66.34,55,0,2.3,JP,2022-10-14 04:37:01
569,Ryotsu,38.0833,138.4333,67.51,72,30,8.55,JP,2022-10-14 04:37:01
570,Tarnogskiy Gorodok,60.4997,43.5761,33.98,90,6,3.27,RU,2022-10-14 04:37:02
571,Pontes E Lacerda,-15.2261,-59.3353,70.32,95,100,1.63,BR,2022-10-14 04:37:02
572,Gull Lake,50.1001,-108.4847,48.29,49,65,7.94,CA,2022-10-14 04:37:03
573,Hobyo,5.3505,48.5268,79.39,75,9,16.69,SO,2022-10-14 04:37:03
574,Cap-Aux-Meules,47.3821,-61.8597,53.62,94,66,12.66,CA,2022-10-14 04:34:52
